Rate_Date	Currency	Rate_Year	Rate_Month	Buying_Rate	Central_Rate	Selling_Rate	column8
2003-05-30	US DOLLAR	2003	May	126.8200	127.3200	127.8200	NULL
2003-06-02	US DOLLAR	2003	June	126.7200	127.2200	127.7200	NULL
2003-06-03	US DOLLAR	2003	June	126.7200	127.2200	127.7200	NULL
2003-06-04	US DOLLAR	2003	June	126.8600	127.3600	127.8600	NULL
2003-06-05	US DOLLAR	2003	June	126.8600	127.3600	127.8600	NULL
2003-06-06	US DOLLAR	2003	June	126.8600	127.3600	127.8600	NULL
2003-06-09	US DOLLAR	2003	June	126.9700	127.4700	127.9700	NULL
2003-06-10	US DOLLAR	2003	June	126.9700	127.4700	127.9700	NULL
2003-06-11	US DOLLAR	2003	June	126.9200	127.4200	127.9200	NULL
2003-06-12	US DOLLAR	2003	June	126.9200	127.4200	127.9200	NULL
2003-06-13	US DOLLAR	2003	June	126.9200	127.4200	127.9200	NULL
2003-06-16	US DOLLAR	2003	June	126.9200	127.4200	127.9200	NULL
2003-06-17	US DOLLAR	2003	June	126.9200	127.4200	127.9200	NULL
2003-06-18	US DOLLAR	2003	June	126.9800	127.4800	127.9800	NULL
2003-06-19	US DOLLAR	2003	June	126.9800	127.4800	127.9800	NULL
2003-06-20	US DOLLAR	2003	June	126.9800	127.4800	127.9800	NULL
2003-06-23	US DOLLAR	2003	June	126.7800	127.2800	127.7800	NULL
2003-06-24	US DOLLAR	2003	June	126.7800	127.2800	127.7800	NULL
2003-06-25	US DOLLAR	2003	June	126.9800	127.4800	127.9800	NULL
2003-06-26	US DOLLAR	2003	June	126.9800	127.4800	127.9800	NULL
2003-06-27	US DOLLAR	2003	June	126.9800	127.4800	127.9800	NULL
2003-06-30	US DOLLAR	2003	June	126.9200	127.4200	127.9200	NULL
2003-07-01	US DOLLAR	2003	July	126.9200	127.4200	127.9200	NULL
2003-07-02	US DOLLAR	2003	July	126.7800	127.2800	127.7800	NULL
2003-07-04	US DOLLAR	2003	July	126.7800	127.2800	127.7800	NULL
2003-07-07	US DOLLAR	2003	July	126.6000	127.1000	127.6000	NULL
2003-07-08	US DOLLAR	2003	July	126.6000	127.1000	127.6000	NULL
2003-07-09	US DOLLAR	2003	July	126.6500	127.1500	127.6500	NULL
2003-07-10	US DOLLAR	2003	July	126.6500	127.1500	127.6500	NULL
2003-07-11	US DOLLAR	2003	July	126.6500	127.1500	127.6500	NULL
2003-07-14	US DOLLAR	2003	July	126.8200	127.3200	127.8200	NULL
2003-07-15	US DOLLAR	2003	July	126.8200	127.3200	127.8200	NULL
2003-07-16	US DOLLAR	2003	July	126.9700	127.4700	127.9700	NULL
2003-07-17	US DOLLAR	2003	July	129.9700	127.4700	127.9700	NULL
2003-07-18	US DOLLAR	2003	July	126.9700	127.4700	127.9700	NULL
2003-07-21	US DOLLAR	2003	July	126.9700	127.4700	127.9700	NULL
2003-07-22	US DOLLAR	2003	July	126.9700	127.4700	127.9700	NULL
2003-07-23	US DOLLAR	2003	July	126.9000	127.4000	127.9000	NULL
2003-07-24	US DOLLAR	2003	July	126.9000	127.4000	127.9000	NULL
2003-07-25	US DOLLAR	2003	July	126.9000	127.4000	127.9000	NULL
2003-07-28	US DOLLAR	2003	July	126.9300	127.4300	127.9300	NULL
2003-07-29	US DOLLAR	2003	July	126.9300	127.4300	127.9300	NULL
2003-07-30	US DOLLAR	2003	July	126.7300	127.2300	127.7300	NULL
2003-07-31	US DOLLAR	2003	July	126.7300	127.2300	127.7300	NULL
2003-08-01	US DOLLAR	2003	August	126.7300	127.2300	127.7300	NULL
2003-08-04	US DOLLAR	2003	August	126.9200	127.4200	127.9200	NULL
2003-08-05	US DOLLAR	2003	August	126.9200	127.4200	127.9200	NULL
2003-08-06	US DOLLAR	2003	August	127.0100	127.5100	128.0100	NULL
2003-08-07	US DOLLAR	2003	August	127.0100	127.5100	128.0100	NULL
2003-08-08	US DOLLAR	2003	August	127.0100	127.5100	128.0100	NULL
2003-08-11	US DOLLAR	2003	August	127.0100	127.5100	128.0100	NULL
2003-08-12	US DOLLAR	2003	August	127.0100	127.5100	128.0100	NULL
2003-08-13	US DOLLAR	2003	August	127.1000	127.6000	128.1000	NULL
2003-08-14	US DOLLAR	2003	August	127.1000	127.6000	128.1000	NULL
2003-08-15	US DOLLAR	2003	August	127.1000	127.6000	128.1000	NULL
2003-08-18	US DOLLAR	2003	August	127.2000	127.7000	128.2000	NULL
2003-08-19	US DOLLAR	2003	August	127.2000	127.7000	128.2000	NULL
2003-08-20	US DOLLAR	2003	August	127.3300	127.8300	128.3300	NULL
2003-08-21	US DOLLAR	2003	August	127.3300	127.8300	128.3300	NULL
2003-08-22	US DOLLAR	2003	August	127.3300	127.8300	128.3300	NULL
2003-08-25	US DOLLAR	2003	August	127.0000	127.5000	128.0000	NULL
2003-08-26	US DOLLAR	2003	August	127.0000	127.5000	128.0000	NULL
2003-08-27	US DOLLAR	2003	August	127.3000	127.8000	128.3000	NULL
2003-08-28	US DOLLAR	2003	August	127.3000	127.8000	128.3000	NULL
2003-08-29	US DOLLAR	2003	August	127.3000	127.8000	128.3000	NULL
2003-09-01	US DOLLAR	2003	September	127.5000	128.0000	128.5000	NULL
2003-09-02	US DOLLAR	2003	September	127.5000	128.0000	128.5000	NULL
2003-09-03	US DOLLAR	2003	September	127.6500	128.1500	128.6500	NULL
2003-09-04	US DOLLAR	2003	September	127.6500	128.1500	128.6500	NULL
2003-09-05	US DOLLAR	2003	September	127.6500	128.1500	128.6500	NULL
2003-09-08	US DOLLAR	2003	September	127.8200	128.3200	128.8200	NULL
2003-09-09	US DOLLAR	2003	September	127.8200	128.3200	128.8200	NULL
2003-09-10	US DOLLAR	2003	September	127.8200	128.3200	128.8200	NULL
2003-09-11	US DOLLAR	2003	September	127.8200	128.3200	128.8200	NULL
2003-09-12	US DOLLAR	2003	September	127.8200	128.3200	128.8200	NULL
2003-09-15	US DOLLAR	2003	September	127.9800	128.4800	128.9800	NULL
2003-09-16	US DOLLAR	2003	September	127.9800	128.4800	128.9800	NULL
2003-09-17	US DOLLAR	2003	September	127.9800	128.4800	128.9800	NULL
2003-09-18	US DOLLAR	2003	September	127.9800	128.4800	128.9800	NULL
2003-09-19	US DOLLAR	2003	September	127.9800	128.4800	128.9800	NULL
2003-09-22	US DOLLAR	2003	September	128.0300	128.5300	129.0300	NULL
2003-09-23	US DOLLAR	2003	September	128.0300	128.5300	129.0300	NULL
2003-09-24	US DOLLAR	2003	September	127.0200	127.5200	128.0200	NULL
2003-09-25	US DOLLAR	2003	September	127.0200	127.5200	128.0200	NULL
2003-09-26	US DOLLAR	2003	September	127.0200	127.5200	128.0200	NULL
2003-09-29	US DOLLAR	2003	September	127.3600	127.8600	128.3600	NULL
2003-09-30	US DOLLAR	2003	September	127.3600	127.8600	128.3600	NULL
2003-10-02	US DOLLAR	2003	October	127.3600	127.8600	128.3600	NULL
2003-10-03	US DOLLAR	2003	October	127.3600	127.8600	128.3600	NULL
2003-10-06	US DOLLAR	2003	October	127.3600	127.8600	128.3600	NULL
2003-10-07	US DOLLAR	2003	October	127.3600	127.8600	128.3600	NULL
2003-10-08	US DOLLAR	2003	October	127.7300	128.2300	128.7300	NULL
2003-10-09	US DOLLAR	2003	October	127.7300	128.2300	128.7300	NULL
2003-10-10	US DOLLAR	2003	October	127.7300	128.2300	128.7300	NULL
2003-10-13	US DOLLAR	2003	October	128.0200	128.5200	129.0200	NULL
2003-10-14	US DOLLAR	2003	October	128.0200	128.5200	129.0200	NULL
2003-10-15	US DOLLAR	2003	October	128.3500	128.8500	129.3500	NULL
2003-10-16	US DOLLAR	2003	October	128.3500	128.8500	129.3500	NULL
2003-10-17	US DOLLAR	2003	October	128.3500	128.8500	129.3500	NULL
2003-10-20	US DOLLAR	2003	October	128.7100	129.2100	129.7100	NULL
2003-10-21	US DOLLAR	2003	October	128.7100	129.2100	129.7100	NULL
2003-10-22	US DOLLAR	2003	October	129.2000	129.7000	130.2000	NULL
2003-10-23	US DOLLAR	2003	October	129.2000	129.7000	130.2000	NULL
2003-10-24	US DOLLAR	2003	October	129.2000	129.7000	130.2000	NULL
2003-10-27	US DOLLAR	2003	October	130.0100	130.5100	131.0100	NULL
2003-10-28	US DOLLAR	2003	October	130.0100	130.5100	131.0100	NULL
2003-10-29	US DOLLAR	2003	October	131.5200	132.0200	132.5200	NULL
2003-10-30	US DOLLAR	2003	October	131.5200	132.0200	132.5200	NULL
2003-10-31	US DOLLAR	2003	October	131.5200	132.0200	132.5200	NULL
2003-11-03	US DOLLAR	2003	November	134.2200	134.7200	135.2200	NULL
2003-11-04	US DOLLAR	2003	November	134.2200	134.7200	135.2200	NULL
2003-11-05	US DOLLAR	2003	November	134.2200	134.7200	135.2200	NULL
2003-11-06	US DOLLAR	2003	November	134.2200	134.7200	135.2200	NULL
2003-11-07	US DOLLAR	2003	November	134.2200	134.7200	135.2200	NULL
2003-11-10	US DOLLAR	2003	November	134.5200	135.0200	135.5200	NULL
2003-11-11	US DOLLAR	2003	November	134.5200	135.0200	135.5200	NULL
2003-11-12	US DOLLAR	2003	November	135.1200	135.6200	136.1200	NULL
2003-11-13	US DOLLAR	2003	November	135.1200	135.6200	136.1200	NULL
2003-11-14	US DOLLAR	2003	November	135.1200	135.6200	136.1200	NULL
2003-11-17	US DOLLAR	2003	November	136.1100	136.6100	137.1100	NULL
2003-11-18	US DOLLAR	2003	November	136.1100	136.6100	137.1100	NULL
2003-11-19	US DOLLAR	2003	November	137.2000	137.7000	138.2000	NULL
2003-11-20	US DOLLAR	2003	November	137.2000	137.7000	138.2000	NULL
2003-11-21	US DOLLAR	2003	November	137.2000	137.7000	138.2000	NULL
2003-11-26	US DOLLAR	2003	November	137.2000	137.7000	138.2000	NULL
2003-11-27	US DOLLAR	2003	November	137.2000	137.7000	138.2000	NULL
2003-11-28	US DOLLAR	2003	November	137.2000	137.7000	138.2000	NULL
2003-12-01	US DOLLAR	2003	December	137.0000	137.5000	138.0000	NULL
2003-12-02	US DOLLAR	2003	December	137.0000	137.5000	138.0000	NULL
2003-12-03	US DOLLAR	2003	December	136.5000	137.0000	137.5000	NULL
2003-12-04	US DOLLAR	2003	December	136.5000	137.0000	137.5000	NULL
2003-12-05	US DOLLAR	2003	December	136.5000	137.0000	137.5000	NULL
2003-12-08	US DOLLAR	2003	December	136.3000	136.8000	137.3000	NULL
2003-12-09	US DOLLAR	2003	December	136.3000	1376.8000	137.3000	NULL
2003-12-10	US DOLLAR	2003	December	136.1300	136.6300	137.1300	NULL
2003-12-11	US DOLLAR	2003	December	136.1300	136.6300	137.1300	NULL
2003-12-12	US DOLLAR	2003	December	136.1300	136.6300	137.1300	NULL
2003-12-15	US DOLLAR	2003	December	136.1000	136.6000	137.1000	NULL
2003-12-16	US DOLLAR	2003	December	136.1000	136.6000	137.1000	NULL
2003-12-17	US DOLLAR	2003	December	136.0000	136.5000	137.0000	NULL
2003-12-18	US DOLLAR	2003	December	136.0000	136.5000	137.0000	NULL
2003-12-19	US DOLLAR	2003	December	136.0000	136.5000	137.0000	NULL
2003-12-22	US DOLLAR	2003	December	136.0000	136.5000	137.0000	NULL
2003-12-23	US DOLLAR	2003	December	136.0000	136.5000	137.0000	NULL
2003-12-24	US DOLLAR	2003	December	136.0000	136.5000	137.0000	NULL
2003-12-29	US DOLLAR	2003	December	136.0000	136.5000	137.0000	NULL
2003-12-30	US DOLLAR	2003	December	136.0000	136.5000	137.0000	NULL
2003-12-31	US DOLLAR	2003	December	136.0000	136.5000	137.0000	NULL
2004-01-02	US DOLLAR	2004	January	136.0000	136.5000	137.0000	NULL
2004-01-05	US DOLLAR	2004	January	135.8300	136.3300	136.8300	NULL
2004-01-06	US DOLLAR	2004	January	135.8300	136.3300	136.8300	NULL
2004-01-07	US DOLLAR	2004	January	135.5500	136.0500	136.5500	NULL
2004-01-08	US DOLLAR	2004	January	135.5500	136.0500	136.5500	NULL
2004-01-09	US DOLLAR	2004	January	135.5500	136.0500	136.5500	NULL
2004-01-12	US DOLLAR	2004	January	135.5500	136.0500	136.5500	NULL
2004-01-13	US DOLLAR	2004	January	135.5500	136.0500	136.5500	NULL
2004-01-14	US DOLLAR	2004	January	135.0000	135.5000	136.0000	NULL
2004-01-15	US DOLLAR	2004	January	135.0000	135.5000	136.0000	NULL
2004-01-16	US DOLLAR	2004	January	135.0000	135.5000	136.0000	NULL
2004-01-19	US DOLLAR	2004	January	135.0000	135.5000	136.0000	NULL
2004-01-20	US DOLLAR	2004	January	135.0000	135.5000	136.0000	NULL
2004-01-21	US DOLLAR	2004	January	134.5000	135.0000	135.5000	NULL
2004-01-22	US DOLLAR	2004	January	134.5000	135.0000	135.5000	NULL
2004-01-23	US DOLLAR	2004	January	134.5000	135.0000	135.5000	NULL
2004-01-26	US DOLLAR	2004	January	134.5000	135.0000	135.5000	NULL
2004-01-27	US DOLLAR	2004	January	134.5000	135.0000	135.5000	NULL
2004-01-28	US DOLLAR	2004	January	134.3000	134.8000	135.3000	NULL
2004-01-29	US DOLLAR	2004	January	134.3000	134.8000	135.3000	NULL
2004-01-30	US DOLLAR	2004	January	134.3000	134.8000	135.3000	NULL
2004-02-03	US DOLLAR	2004	February	134.3000	134.8000	135.3000	NULL
2004-02-04	US DOLLAR	2004	February	134.2000	134.7000	135.2000	NULL
2004-02-05	US DOLLAR	2004	February	134.2000	134.7000	135.2000	NULL
2004-02-06	US DOLLAR	2004	February	134.2000	134.7000	135.2000	NULL
2004-02-09	US DOLLAR	2004	February	134.2000	134.7000	135.2000	NULL
2004-02-10	US DOLLAR	2004	February	134.2000	134.7000	135.2000	NULL
2004-02-11	US DOLLAR	2004	February	134.2000	134.7000	135.2000	NULL
2004-02-12	US DOLLAR	2004	February	134.2000	134.7000	135.2000	NULL
2004-02-13	US DOLLAR	2004	February	134.2000	134.7000	135.2000	NULL
2004-02-16	US DOLLAR	2004	February	134.1500	134.6500	135.1500	NULL
2004-02-17	US DOLLAR	2004	February	134.1500	134.6500	135.1500	NULL
2004-02-18	US DOLLAR	2004	February	134.1500	134.6500	135.1500	NULL
2004-02-19	US DOLLAR	2004	February	134.1500	134.6500	135.1500	NULL
2004-02-20	US DOLLAR	2004	February	134.1500	134.6500	135.1500	NULL
2004-02-23	US DOLLAR	2004	February	134.1500	134.6500	135.1500	NULL
2004-02-24	US DOLLAR	2004	February	134.1500	134.6500	135.1500	NULL
2004-02-25	US DOLLAR	2004	February	134.0000	134.5000	135.0000	NULL
2004-02-26	US DOLLAR	2004	February	134.0000	134.5000	135.0000	NULL
2004-02-27	US DOLLAR	2004	February	134.0000	134.5000	135.0000	NULL
2004-03-01	US DOLLAR	2004	March	134.0000	134.5000	135.0000	NULL
2004-03-02	US DOLLAR	2004	March	134.0000	134.5000	135.0000	NULL
2004-03-03	US DOLLAR	2004	March	134.0000	134.5000	135.0000	NULL
2004-03-04	US DOLLAR	2004	March	134.0000	134.5000	135.0000	NULL
2004-03-05	US DOLLAR	2004	March	134.0000	134.5000	135.0000	NULL
2004-03-08	US DOLLAR	2004	March	133.9100	134.4100	134.9100	NULL
2004-03-09	US DOLLAR	2004	March	133.9100	134.4100	134.9100	NULL
2004-03-10	US DOLLAR	2004	March	133.9000	134.4000	134.9000	NULL
2004-03-11	US DOLLAR	2004	March	133.9000	134.4000	134.9000	NULL
2004-03-12	US DOLLAR	2004	March	133.9000	134.4000	134.9000	NULL
2004-03-15	US DOLLAR	2004	March	133.5000	134.0000	134.5000	NULL
2004-03-16	US DOLLAR	2004	March	133.5000	134.0000	134.5000	NULL
2004-03-17	US DOLLAR	2004	March	133.2400	133.7400	134.2400	NULL
2004-03-18	US DOLLAR	2004	March	133.2400	133.7400	134.2400	NULL
2004-03-19	US DOLLAR	2004	March	133.2400	133.7400	134.2400	NULL
2004-03-22	US DOLLAR	2004	March	133.1000	133.6000	134.1000	NULL
2004-03-23	US DOLLAR	2004	March	133.1000	133.6000	134.1000	NULL
2004-03-24	US DOLLAR	2004	March	133.0000	133.5000	134.0000	NULL
2004-03-25	US DOLLAR	2004	March	133.0000	133.5000	134.0000	NULL
2004-03-26	US DOLLAR	2004	March	133.0000	133.5000	134.0000	NULL
2004-03-29	US DOLLAR	2004	March	132.8500	133.3500	133.8500	NULL
2004-03-30	US DOLLAR	2004	March	132.8500	133.3500	133.8500	NULL
2004-03-31	US DOLLAR	2004	March	132.7000	133.2000	133.7000	NULL
2004-04-01	US DOLLAR	2004	April	132.7000	133.2000	133.7000	NULL
2004-04-02	US DOLLAR	2004	April	132.7000	133.2000	133.7000	NULL
2004-04-05	US DOLLAR	2004	April	132.7000	133.2000	133.7000	NULL
2004-04-06	US DOLLAR	2004	April	132.7000	133.2000	133.7000	NULL
2004-04-07	US DOLLAR	2004	April	132.7000	133.2000	133.7000	NULL
2004-04-08	US DOLLAR	2004	April	132.7000	133.2000	133.7000	NULL
2004-04-13	US DOLLAR	2004	April	132.7000	133.2000	133.7000	NULL
2004-04-14	US DOLLAR	2004	April	132.4000	132.9000	133.4000	NULL
2004-04-15	US DOLLAR	2004	April	132.4000	132.9000	133.4000	NULL
2004-04-16	US DOLLAR	2004	April	132.4000	132.9000	133.4000	NULL
2004-04-19	US DOLLAR	2004	April	132.4000	132.9000	133.4000	NULL
2004-04-20	US DOLLAR	2004	April	132.4000	132.9000	133.4000	NULL
2004-04-21	US DOLLAR	2004	April	132.4000	132.9000	133.4000	NULL
2004-04-22	US DOLLAR	2004	April	132.4000	132.9000	133.4000	NULL
2004-04-23	US DOLLAR	2004	April	132.4000	132.9000	133.4000	NULL
2004-04-26	US DOLLAR	2004	April	132.4000	132.9000	133.4000	NULL
2004-04-27	US DOLLAR	2004	April	132.4000	132.9000	133.4000	NULL
2004-04-28	US DOLLAR	2004	April	132.3000	132.8000	133.3000	NULL
2004-04-29	US DOLLAR	2004	April	132.3000	132.8000	133.3000	NULL
2004-04-30	US DOLLAR	2004	April	132.3000	132.8000	133.3000	NULL
2004-05-03	US DOLLAR	2004	May	132.3000	132.8000	133.3000	NULL
2004-05-04	US DOLLAR	2004	May	132.3000	132.8000	133.3000	NULL
2004-05-05	US DOLLAR	2004	May	132.3000	132.8000	133.3000	NULL
2004-05-06	US DOLLAR	2004	May	132.3000	132.8000	133.3000	NULL
2004-05-07	US DOLLAR	2004	May	132.3000	132.8000	133.3000	NULL
2004-05-10	US DOLLAR	2004	May	132.3000	132.8000	133.3000	NULL
2004-05-11	US DOLLAR	2004	May	132.3000	132.8000	133.3000	NULL
2004-05-12	US DOLLAR	2004	May	132.0000	132.5000	133.0000	NULL
2004-05-13	US DOLLAR	2004	May	132.0000	132.5000	133.0000	NULL
2004-05-14	US DOLLAR	2004	May	132.0000	132.5000	133.0000	NULL
2004-05-17	US DOLLAR	2004	May	132.0000	132.5000	133.0000	NULL
2004-05-18	US DOLLAR	2004	May	132.0000	132.5000	133.0000	NULL
2004-05-19	US DOLLAR	2004	May	131.8000	132.3000	132.8000	NULL
2004-05-20	US DOLLAR	2004	May	131.8000	132.3000	132.8000	NULL
2004-05-21	US DOLLAR	2004	May	131.8000	132.3000	132.8000	NULL
2004-05-24	US DOLLAR	2004	May	131.8000	132.3000	132.8000	NULL
2004-05-25	US DOLLAR	2004	May	131.8000	132.3000	132.8000	NULL
2004-05-26	US DOLLAR	2004	May	131.8000	132.3000	132.8000	NULL
2004-05-27	US DOLLAR	2004	May	131.8000	132.3000	132.8000	NULL
2004-05-28	US DOLLAR	2004	May	131.8000	132.3000	132.8000	NULL
2004-05-31	US DOLLAR	2004	May	131.7500	132.2500	132.7500	NULL
2004-06-01	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-03	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-04	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-07	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-08	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-09	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-10	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-11	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-14	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-15	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-16	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-18	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-21	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-22	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-23	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-24	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-25	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-28	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-06-30	US DOLLAR	2004	June	131.7500	132.2500	132.7500	NULL
2004-07-01	US DOLLAR	2004	July	131.7500	132.2500	132.7500	NULL
2004-07-02	US DOLLAR	2004	July	131.7500	132.2500	132.7500	NULL
2004-07-05	US DOLLAR	2004	July	131.7600	132.2600	132.7600	NULL
2004-07-06	US DOLLAR	2004	July	131.7600	132.2600	132.7600	NULL
2004-07-07	US DOLLAR	2004	July	131.7600	132.2600	132.7600	NULL
2004-07-08	US DOLLAR	2004	July	131.7600	132.2600	132.7600	NULL
2004-07-09	US DOLLAR	2004	July	131.7600	132.2600	132.7600	NULL
2004-07-12	US DOLLAR	2004	July	131.8000	132.3000	132.8000	NULL
2004-07-13	US DOLLAR	2004	July	131.8000	132.3000	132.8000	NULL
2004-07-14	US DOLLAR	2004	July	131.8000	132.3000	132.8000	NULL
2004-07-15	US DOLLAR	2004	July	131.8000	132.3000	132.8000	NULL
2004-07-16	US DOLLAR	2004	July	131.8000	132.3000	132.8000	NULL
2004-07-19	US DOLLAR	2004	July	131.8100	132.3100	132.8100	NULL
2004-07-20	US DOLLAR	2004	July	131.8100	132.3100	132.8100	NULL
2004-07-21	US DOLLAR	2004	July	131.8400	132.3400	132.8400	NULL
2004-07-22	US DOLLAR	2004	July	131.8400	132.3400	132.8400	NULL
2004-07-23	US DOLLAR	2004	July	131.8400	132.3400	132.8400	NULL
2004-07-26	US DOLLAR	2004	July	131.8400	132.3400	132.8400	NULL
2004-07-27	US DOLLAR	2004	July	131.8400	132.3400	132.8400	NULL
2004-07-28	US DOLLAR	2004	July	131.8200	132.3200	132.8200	NULL
2004-08-02	US DOLLAR	2004	August	131.8000	132.3000	132.8000	NULL
2004-08-03	US DOLLAR	2004	August	131.8000	132.3000	132.8000	NULL
2004-08-04	US DOLLAR	2004	August	131.8000	132.3000	132.8000	NULL
2004-08-05	US DOLLAR	2004	August	131.8000	132.3000	132.8000	NULL
2004-08-06	US DOLLAR	2004	August	131.8000	132.3000	132.8000	NULL
2004-08-09	US DOLLAR	2004	August	131.8200	132.3200	132.8200	NULL
2004-08-10	US DOLLAR	2004	August	131.8200	132.3200	132.8200	NULL
2004-08-11	US DOLLAR	2004	August	131.8400	132.3400	132.8400	NULL
2004-08-12	US DOLLAR	2004	August	131.8400	132.3400	132.8400	NULL
2004-08-13	US DOLLAR	2004	August	131.8400	131.8400	131.8400	NULL
2004-08-16	US DOLLAR	2004	August	131.8400	132.3400	132.8400	NULL
2004-08-17	US DOLLAR	2004	August	131.8400	132.3400	132.8400	NULL
2004-08-18	US DOLLAR	2004	August	131.8400	132.3400	132.8400	NULL
2004-08-19	US DOLLAR	2004	August	131.8400	132.3400	132.8400	NULL
2004-08-20	US DOLLAR	2004	August	131.8400	132.3400	132.8400	NULL
2004-08-23	US DOLLAR	2004	August	131.8400	132.3400	132.8400	NULL
2004-08-24	US DOLLAR	2004	August	131.8400	132.3400	132.8400	NULL
2004-08-25	US DOLLAR	2004	August	131.8500	132.3500	132.8500	NULL
2004-08-26	US DOLLAR	2004	August	131.8500	132.3500	132.8500	NULL
2004-08-27	US DOLLAR	2004	August	131.8500	132.3500	132.8500	NULL
2004-08-30	US DOLLAR	2004	August	131.8300	132.3300	132.8300	NULL
2004-08-31	US DOLLAR	2004	August	131.8300	132.3300	132.8300	NULL
2004-09-01	US DOLLAR	2004	September	131.8300	132.3300	132.8300	NULL
2004-09-02	US DOLLAR	2004	September	131.8300	132.3300	132.8300	NULL
2004-09-03	US DOLLAR	2004	September	131.8300	132.3300	132.8300	NULL
2004-09-06	US DOLLAR	2004	September	131.8300	132.3300	132.8300	NULL
2004-09-07	US DOLLAR	2004	September	131.8300	132.3300	132.8300	NULL
2004-09-08	US DOLLAR	2004	September	131.8300	132.3300	132.8300	NULL
2004-09-09	US DOLLAR	2004	September	131.8300	132.3300	132.8300	NULL
2004-09-10	US DOLLAR	2004	September	131.8300	132.3300	132.8300	NULL
2004-09-13	US DOLLAR	2004	September	131.8400	132.3400	132.8400	NULL
2004-09-14	US DOLLAR	2004	September	131.8400	132.3400	132.8400	NULL
2004-09-15	US DOLLAR	2004	September	131.8400	132.3400	132.8400	NULL
2004-09-16	US DOLLAR	2004	September	131.8400	132.3400	132.8400	NULL
